,link,name,type,price,address,built_up,land_area,bedrooms,bathrooms,monthly_installment,land_title,tenure,price_per_sqft,maintenance_fee,furnishing,state
1876,/property/kota-kemuning/sale-6382678/,"Terraza Villa Eco Sanctuary Rimbayu, Kota Kemuning",2-sty Terrace/Link House | Intermediate  , 1100000,"Belleza Hermosa Jln Eco Santuari 2, Terraza Villa Eco Sanctuary Rimbayu, 42500, Selangor ", 2596 sq. ft., 24x85 ,4,5," 4,958 ",Residential,Leasehold,-,-,Unfurnished, Selangor
1877,/property/klcc/suria-stonor/sale-7659043/,"Suria Stonor, KLCC",Serviced Residence | Duplex  , 3900000,"Lorong Stonor, KLCC, 50450, Kuala Lumpur ", 5402 sq. ft., -,5+1,6," 17,577 ",-,Freehold,-,-,Partly Furnished, Kuala Lumpur
1878,/property/johor-bahru/sale-8416259/,"seri alam jalan gunung, Johor Bahru",1-sty Terrace/Link House  , 380000,"seri alam jalan gunung, 81750, Johor ", 1540 sq. ft., -,3,2," 1,713 ",-,-,-,-,-, Johor
1879,/property/bayan-lepas/montage-residence/sale-7853602/,"Montage Residence, Bayan Lepas",Condominium  , 633000,"Jalan Sultan Azlan Shah, Bayan Lepas, 11900, Penang ", 1015 sq. ft., -,3,2," 2,853 ",Residential,Freehold,-,-,Partly Furnished, Penang
1880,/property/melaka-city/admiral-residences/sale-8416050/,"Admiral Residences, Kota Laksamana, Melaka City",Apartment  , 347000,"24, Jln KLJ 4, Taman Kota Laksamana Jaya, Kota Laksamana, 75300, Melaka ", 1069 sq. ft., -,3,2," 1,564 ",Residential,Leasehold,RM 366,-,Unfurnished, Melaka
1881,/property/cyberjaya/lake-view-residency/sale-8299122/,"Lake View Residency, Cyberjaya",Condominium | Intermediate  , 382500,"Jalan Cyber Suria, Cyberjaya, 63000, Cyberjaya, 63000, Selangor ", 1010 sq. ft., -,3,2," 1,724 ",Residential,Freehold,-,-,-, Selangor
1882,/property/mont-kiara/seni-mont-kiara/sale-8300856/,"Seni Mont Kiara, Mont Kiara",Condominium | Corner  , 3350000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ", 3514 sq. ft., -,4+1,6," 15,098 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1883,/property/klcc/four-seasons-place/sale-6951838/,"Four Seasons Place, Jalan Ampang, KLCC",Condominium | Corner  , 11000000,"Jalan Ampang, 50450, Kuala Lumpur ", 3843 sq. ft., -,4+1,6," 49,575 ",-,Freehold,-,-,Partly Furnished, Kuala Lumpur
1884,/property/klcc/soho-suites-klcc/sale-5356370/,"Soho Suites @ KLCC, KLCC",Serviced Residence  , 978000,"Jalan Perak, KLCC, 50450, Kuala Lumpur ", 888 sq. ft., -,3,2," 4,408 ",Commercial,Freehold,-,-,Fully Furnished, Kuala Lumpur
1885,/property/cyberjaya/sale-8120487/,"THE MAISON @ PERDANA LAKEVIEW, Cyberjaya",2-sty Terrace/Link House  , 890000,"CYBERJAYA, CYBERJAYA CITY CENTRE, PERSIARAN APEC, PERSIARAN MULIA, LAKESIDE, LAKEFRONT, CYBERJAYA, Selangor, THE MAISON @ PERDANA LAKEVIEW, 63000, Selangor ", 2800 sq. ft., 22x85/22x70/26x70 ,4+1,4," 4,011 ",Residential,Freehold,-,-,-, Selangor
1886,/property/kepong/sale-2930599/,"Taman Megah Kepong, Kepong Baru, , Kepong",3-sty Terrace/Link House | Intermediate  , 1500000,"Jalan Helang Laut , Helang Siput, Taman Petaling, Taman Megah Kepong, Kepong Baru, , Kuala Lumpur ", 3367 sq. ft., 20x85 ,5+2,6," 6,760 ",Residential,Freehold,-,-,Unfurnished, Kuala Lumpur
1887,/property/mont-kiara/pavilion-hilltop/sale-8492630/,"Pavilion Hilltop, Mont Kiara",Condominium  , 1370000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur ", 1496 sq. ft., -,3+1,4," 6,174 ",-,Freehold,-,-,-, Kuala Lumpur
1888,/property/johor-bahru/sale-8251520/,"SETIA TROPIKA, ELATA, KEMPAS,JOHOR BAHRU, Johor Bahru",2-sty Terrace/Link House  , 760000,"SETIA TROPIKA, ELATA, KEMPAS,JOHOR BAHRU, Johor ", 1880 sq. ft., 2979 ,4,4," 3,425 ",Residential,Freehold,-,-,Partly Furnished, Johor
1889,/property/pasir-gudang/sale-8291801/,"Eco Tropics, Millsgate, Tarrason, Masai, Pasir Gudang",2-sty Terrace/Link House  , 460000,"Eco Tropics, Millsgate, Tarrason, Masai, 81700, Johor ", 1691 sq. ft., 1400 ,4,3," 2,073 ",Residential,Freehold,-,-,Unfurnished, Johor
1890,/property/bukit-jalil/parkhill-residence/sale-8415199/,"Parkhill Residence, Bukit Jalil",Condominium | Corner  , 650000,"Technology Park Malaysia, 57000 Bukit Jalil, Bukit Jalil, 57000, Kuala Lumpur ", 1300 sq. ft., 1300 ,4,2," 2,929 ",Residential,Leasehold,RM 500,-,Fully Furnished, Kuala Lumpur
1891,/property/selayang/sale-7422755/,"Selayang Landed house, Selayang",3-sty Terrace/Link House | Intermediate  , 1200000,"Selayang Landed house, Selangor ", 3276 sq. ft., 20 x 70 ,5,5," 5,408 ",Residential,Leasehold,RM 366,-,Unfurnished, Selangor
1892,/property/bukit-rahman-putra/sale-8301598/,Bukit Rahman Putra,2-sty Terrace/Link House  , 490000,Selangor , 1500 sq. ft., 20 x 65 ,4,3," 2,208 ",Residential,Malay Reserved Land,-,-,-, Selangor
1893,/property/klcc/le-nouvel/sale-8301285/,"Le Nouvel, KLCC",Condominium  , 5210000,"152, Jalan Ampang, 50450, Kuala Lumpur ", 1722 sq. ft., -,2,3," 23,481 ",-,-,-,-,-, Kuala Lumpur
1894,/property/iskandar-puteri-nusajaya/sale-8218012/,"Taman Nusa Duta, Iskandar Puteri (Nusajaya)",Cluster House  , 788000,"Nusa Duta 2, Taman Nusa Duta, 79150, Johor ", -, 2240 ,4+1,5," 3,551 ",Residential,Freehold,-,-,-, Johor
1895,/property/skudai/flat-taman-ungku-tun-aminah/sale-8145739/,"Flat Taman Ungku Tun Aminah, Skudai",Flat  , 108000,"Jalan Hulubalang, Skudai, 81300, Johor ", 495 sq. ft., -,2,1, 487 ,Residential,Freehold,-,-,-, Johor
1896,/property/klcc/le-nouvel/sale-8301796/,"Le Nouvel, KLCC",Condominium  , 4380000,"152, Jalan Ampang, 50450, Kuala Lumpur ", 1722 sq. ft., -,2,3," 19,740 ",-,-,-,-,-, Kuala Lumpur
1897,/property/iskandar-puteri-nusajaya/sale-8042720/,"Taman Bukit Indah, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 599000,"Jalan Indah 7, Taman Bukit Indah, 79100, Johor ", -, 1400 ,4,3," 2,700 ",Residential,Freehold,-,-,Partly Furnished, Johor
1898,/property/saujana/amaya-saujana/sale-7052478/,"Amaya Saujana, Saujana",Condominium | Corner  , 950000,"Persiaran Golf, Saujana, 40150, Selangor ", 1827 sq. ft., -,3+1,3," 4,282 ",Residential,Freehold,-,-,Unfurnished, Selangor
1899,/property/ara-damansara/aragreens/sale-6941704/,"Aragreens, Ara Damansara",Condominium  , 1400000,"Jalan Pju 1A/3, Ara Damansara, 47301, Selangor ", 2269 sq. ft., -,5+1,4," 6,310 ",-,Freehold,-,-,Unfurnished, Selangor
1900,/property/taman-desa/the-hipster/sale-8307055/,"The Hipster, Taman Desa",Condominium | Intermediate  , 370000,"Jalan Desa, Taman Desa, 58100, Kuala Lumpur ", 921 sq. ft., -,3,2," 1,668 ",Residential,Leasehold,-,-,Unfurnished, Kuala Lumpur
1901,/property/senawang/sale-8331611/,"Sena Parc Taman Tuanku Jaafar, Senawang",2-sty Terrace/Link House | Intermediate  , 452790,"Sena Parc Taman Tuanku Jaafar, Negeri Sembilan ", 1813 sq. ft., 20x70 ,4,3," 2,041 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1902,/property/johor-bahru/sale-8326632/,"Taman Daya Jln Pinang Ecoworld, Johor Bahru",1-sty Terrace/Link House  , 358000,"Taman Daya Jln Pinang Ecoworld, Johor ", -, 1540 ,3,2," 1,613 ",-,Freehold,-,-,Unfurnished, Johor
1903,/property/skudai/sale-8390975/,"Rini Home 2,Mutiara rini,Skudai, Skudai",2-sty Terrace/Link House | EndLot  , 715000,"Rini Home, Jalan abadi, Rini Home 2,Mutiara rini,Skudai, 81300, Johor ", 1410 sq. ft., 20x70+10 ft land ,4,4," 3,222 ",Residential,Freehold,-,-,Unfurnished, Johor
1904,/property/kl-sentral/the-sentral-residences/sale-7237887/,"The Sentral Residences, KL Sentral",Serviced Residence | Corner  , 1650000,"Jalan Stesen Sentral 2, KL Sentral, 50470, Kuala Lumpur ", 1485 sq. ft., -,2,3," 7,436 ",Residential,Freehold,RM 1111,-,Fully Furnished, Kuala Lumpur
1905,/property/ipoh/sale-7869962/,"meru , Ipoh",2-sty Terrace/Link House  , 278000,"meru perdana , meru , 31200, Perak ", -, 18 x 65 ,4,3," 1,253 ",Residential,Leasehold,-,-,-, Perak
1906,/property/mont-kiara/residensi-sefina-mont-kiara/sale-8277540/,"Residensi Sefina Mont'Kiara, Mont Kiara",Condominium  , 995888,"Jalan Kiara 3, 50480, Kuala Lumpur ", 1333 sq. ft., -,3,2," 4,488 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1907,/property/kl-sentral/the-sentral-residences/sale-6588674/,"The Sentral Residences, KL Sentral",Serviced Residence | Corner  , 1180000,"Jalan Stesen Sentral 2, KL Sentral, 50470, Kuala Lumpur ", 1087 sq. ft., -,2,2," 5,318 ",Unknown,Freehold,RM 1085,-,Fully Furnished, Kuala Lumpur
1908,/property/kl-sentral/the-sentral-residences/sale-6220184/,"The Sentral Residences, KL Sentral",Serviced Residence | Corner  , 1850000,"Jalan Stesen Sentral 2, KL Sentral, 50470, Kuala Lumpur ", 1625 sq. ft., -,2+1,4," 8,338 ",Residential,Freehold,RM 1138,-,Fully Furnished, Kuala Lumpur
1909,/property/seri-kembangan/sale-8350394/,"Taman Putra Budiman, Balakong, Seri Kembangan",2-sty Terrace/Link House | Corner  , 780000,"Taman Putra Budiman, Balakong, 43300, Selangor ", 2700 sq. ft., 40x90 ,4,3," 3,515 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1910,/property/setia-alam/sale-7979743/,"Setia Impian 3, Setia Alam",2-sty Terrace/Link House | EndLot  , 580000,"Jalan Setia Impian U13/3, Setia Impian 3, 40170, Selangor ", 1900 sq. ft., 23x65 ,4,3," 2,614 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1911,/property/tanjong-tokong/the-tamarind/sale-8336518/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",Serviced Residence | Intermediate  , 1380000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ", 1241 sq. ft., -,3,2," 6,219 ",-,-,-,-,Fully Furnished, Penang
1912,/property/tanjong-tokong/the-tamarind/sale-8336481/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",Serviced Residence | Intermediate  , 1400000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ", 1241 sq. ft., -,3,2," 6,310 ",-,-,-,-,Fully Furnished, Penang
1913,/property/tanjong-tokong/the-tamarind/sale-8168276/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",Serviced Residence  , 770000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ", 1047 sq. ft., -,3,2," 3,470 ",-,Freehold,-,-,Partly Furnished, Penang
1914,/property/tanjong-tokong/the-tamarind/sale-8256017/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",Serviced Residence  , 1250000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ", 1241 sq. ft., -,3,2," 5,634 ",-,-,-,-,Fully Furnished, Penang
1915,/property/johor-bahru/sale-8492522/,"Taman Setia Eco Cascadia, Hazel, Johor Bahru",2-sty Terrace/Link House  , 799000,"Taman Setia Eco Cascadia, Taman Setia Eco Cascadia, Hazel, Johor ", 2683 sq. ft., 22x80 ,4+1,6," 3,601 ",Residential,Freehold,-,-,Fully Furnished, Johor
1916,/property/mont-kiara/residensi-22/sale-8460910/,"Residensi 22, Mont Kiara",Condominium | Corner  , 1950000,"Jalan Kiara 3, Mont Kiara, 50480, Kuala Lumpur ", 2038 sq. ft., -,3+1,2," 8,788 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1917,/property/johor-bahru/sale-5500826/,"Taman Gaya, Johor Bahru",Cluster House  , 858000,"Jalan SasaXX, Taman Gaya, Johor ", 2080 sq. ft., -,0,0," 3,867 ",-,-,-,-,-, Johor
1918,/property/georgetown/sandilands/sale-8459375/,"Sandilands, George Town, Georgetown",Condominium  , 750000,"Jalan C.y Chong, George Town, 10300, Penang ", 1335 sq. ft., -,3+1,3," 3,380 ",Residential,Freehold,RM 560,-,Unfurnished, Penang
1919,/property/ampang/sale-7433458/,"Taman Perwira 2, Ampang Jaya, Ampang",Bungalow  , 1200000,"Jalan Perwira 2, Taman Perwira 2, Ampang Jaya, Kuala Lumpur ", 2500 sq. ft., 5200 ,4,4," 5,408 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1920,/property/tampoi/sky-gardens-residences/sale-8322659/,"Sky Gardens Residences, Setia Tropika, Tampoi",Serviced Residence  , 450000,"Jalan Setia Tropika 1/21, Setia Tropika, 81200, Johor ", 967 sq. ft., -,2+1,2," 2,028 ",-,Freehold,-,-,Fully Furnished, Johor
1921,/property/johor-bahru/setia-sky-88/sale-8284419/,"Setia Sky 88, Johor Bahru",Serviced Residence  , 568000,"Jalan Dato Abdullah Tahir, Johor Bahru, 80300, Johor ", 743 sq. ft., -,1+1,1," 2,560 ",-,Freehold,-,-,Fully Furnished, Johor
1922,/property/seremban-2/sale-8242327/,Seremban 2,Semi-detached House | Intermediate  , 999000,"Seremban 2, 70300, Negeri Sembilan ", 3036 sq. ft., 40x100 ,4,4," 4,502 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1923,/property/pasir-gudang/sale-8436327/,"Taman Kota Masai, Pasir Gudang",2-sty Terrace/Link House | Intermediate  , 140000,"Taman Kota Masai, Johor ", 770 sq. ft., -,2,1, 631 ,-,Freehold,-,-,-, Johor
1924,/property/setia-alam/sale-5245338/,"Ayu Qaseh, Setia Alam",2-sty Terrace/Link House | Intermediate  , 580000,"Jalan setia perdana U13/27, Ayu Qaseh, 40170, Selangor ", 1960 sq. ft., 20x70 ,4,3," 2,614 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1925,/property/bayan-lepas/tropicana-bay-residences/sale-7283631/,"Tropicana Bay Residences, Bayan Lepas",Condominium | Corner  , 840000,"Persiaran Bayan Indah, Bayan Lepas, 11900, Penang ", 1320 sq. ft., -,3,2," 3,786 ",Residential,Freehold,-,-,Partly Furnished, Penang
1926,/property/johor-bahru/sale-8428865/,"Taman Tampoi Utama, Johor Bahru",2.5-sty Terrace/Link House | Intermediate  , 530000,"jln perkasa 2/x, Taman Tampoi Utama, 81200, Johor ", -, 4615 ,5,3," 2,389 ",Residential,Leasehold,RM 114,-,Partly Furnished, Johor
1927,/property/petaling-jaya/sale-8348383/,"SS5 Kelana Jaya, Petaling Jaya",Bungalow  , 4000000,"SS5 Kelana Jaya, 47301, Selangor ", 9850 sq. ft., 7950 ,6+1,7," 18,027 ",-,Freehold,-,-,Partly Furnished, Selangor
1928,/property/horizon-hills/sale-8492513/,"The Green, Horizon Hills, Horizon Hills",Cluster House  , 1190000,"Jalan Hijauan, The Green, Horizon Hills, Johor ", 3000 sq. ft., 35x80 ,4+1,5," 5,363 ",Residential,Freehold,-,-,Fully Furnished, Johor
1929,/property/pasir-gudang/sale-8205541/,"Eco Tropics, Rosewood, Masai, Pasir Gudang",Cluster House | Intermediate  , 710000,"Eco Tropics, Rosewood, Masai, 81700, Johor ", 2665 sq. ft., 40x70 ,4,4," 3,200 ",Residential,Freehold,-,-,Unfurnished, Johor
1930,/property/pasir-gudang/sale-8292227/,"Eco Tropics, Cherrywood, Kota Masai, Pasir Gudang",Cluster House  , 690000,"Eco Tropics, Cherrywood, Kota Masai, 81700, Johor ", 2218 sq. ft., 35x70 ,4,3," 3,110 ",Residential,Freehold,-,-,Fully Furnished, Johor
1931,/property/shah-alam/geo-bukit-rimau/sale-7802185/,"Geo Bukit Rimau, Bukit Rimau, Shah Alam",Serviced Residence  , 490000,"Jalan Sungai Burung 32/68, Bukit Rimau, 40460, Selangor ", 875 sq. ft., -,3,2," 2,208 ",-,-,-,-,-, Selangor
1932,/property/sungai-buloh/sale-7627034/,"Bandar Saujana Utama, Sungai Buloh",2.5-sty Terrace/Link House | Intermediate  , 495000,"Bandar Saujana Utama, 47000, Selangor ", 2405 sq. ft., 1650 ,5,3," 2,231 ",Residential,Leasehold,RM 205,-,Unfurnished, Selangor
1933,/property/kelana-jaya/sale-6846139/,"Lot SS5, Kelana Jaya",Bungalow | Corner  , 2300000,"Corner Lot, Lot SS5, 47301, Selangor ", 4146 sq. ft., 6465 ,6,7," 10,366 ",Residential,Freehold,RM 386,-,Partly Furnished, Selangor
1934,/property/jalan-klang-lama-old-klang-road/le-yuan-residence/sale-8492473/,"Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)",Condominium | Corner  , 780000,"Jalan Selesaria, Happy Garden, 58200, Kuala Lumpur ", 1535 sq. ft., -,3+1,3," 3,515 ",-,Freehold,-,-,Partly Furnished, Kuala Lumpur
1935,/property/mont-kiara/seni-mont-kiara/sale-6223359/,"Seni Mont Kiara, Mont Kiara",Condominium  , 2630000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ", 3401 sq. ft., -,4+1,5," 11,853 ",-,-,-,-,Partly Furnished, Kuala Lumpur
1936,/property/mont-kiara/seni-mont-kiara/sale-7671770/,"Seni Mont Kiara, Mont Kiara",Condominium  , 2230000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ", 2906 sq. ft., -,4+1,6," 10,050 ",-,-,-,-,-, Kuala Lumpur
1937,/property/valencia/sale-8349919/,"Sg buloh, Valencia",Bungalow | Intermediate  , 3400000,"Sg buloh, 47000, Selangor ", 3800 sq. ft., 5500 ,4,0," 15,323 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1938,/property/sierra-mas/sale-8317091/,"Sg buloh, SierraMas",Bungalow | Intermediate  , 4080000,"Sg buloh, 47000, Selangor ", 5200 sq. ft., 4920 ,4+1,6," 18,388 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1939,/property/city-centre/the-capsquare-residences/sale-4946805/,"The Capsquare Residences, City Centre",Condominium  , 1100000,"Persiaran CapSquare, City Centre, 50100, Kuala Lumpur ", 2163 sq. ft., -,3+1,4," 4,958 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1940,/property/klcc/anggun-residences/sale-7442148/,"Anggun Residences, KLCC",Condominium  , 1599000,"Jalan Sultan Ismail, KLCC, 50300, Kuala Lumpur ", 752 sq. ft., -,1,1," 7,206 ",-,Freehold,-,-,Fully Furnished, Kuala Lumpur
1941,/property/ampang/impression-u-thant/sale-7192438/,"Impression U-Thant, Taman U Thant, Ampang",Serviced Residence  , 1548000,"Jalan U Thant, Taman U Thant, 55000, Kuala Lumpur ", 931 sq. ft., -,2,2," 6,977 ",-,Freehold,-,-,Partly Furnished, Kuala Lumpur
1942,/property/johor-bahru/royal-strand-country-garden-danga-bay/sale-8491839/,"Royal Strand @ Country Garden Danga Bay, Johor Bahru",Condominium | Intermediate  , 1100000,"Jalan Skudai Off Country Garden Danga Bay, Johor Bahru, 80200, Johor ", 1264 sq. ft., -,3,2," 4,958 ",Commercial,Freehold,-,-,Fully Furnished, Johor
1943,/property/bandar-sungai-long/greenview-residence/sale-8491788/,"Greenview Residence, Bandar Sungai Long",Condominium  , 500000,"Persiaran Sungai Long 2, Bandar Sungai Long, 43000, Selangor ", 1366 sq. ft., -,3,2," 2,253 ",Residential,Freehold,-,-,Fully Furnished, Selangor
1944,/property/ampang-hilir/nobleton-crest/sale-8310185/,"Nobleton Crest, Taman U-Thant, Ampang Hilir",Condominium  , 3500000,"Jalan U-Thant, Taman U-Thant, 55000, Kuala Lumpur ", 3500 sq. ft., -,4+1,4," 15,774 ",-,Freehold,-,-,-, Kuala Lumpur
1945,/property/bandar-sungai-long/green-acre/sale-8491708/,"Green Acre, Bandar Sungai Long",Condominium  , 300000,"Jalan Sungai Long, Bandar Sungai Long, 43000, Selangor ", 1012 sq. ft., -,3,2," 1,352 ",Residential,Freehold,-,-,Fully Furnished, Selangor
1946,/property/kepong/m-luna/sale-8491612/,"M Luna, Kepong",Serviced Residence | Intermediate  , 378000,"Jalan Lingkaran Tengah 2, Kepong, 52100, Kuala Lumpur ", 700 sq. ft., 700sf - 1000sf ,2,2," 1,704 ",Commercial,Leasehold,RM 555,-,Partly Furnished, Kuala Lumpur
1947,/property/bandar-kinrara/sale-7597522/,"RIMBUN 2, BK 7A  KINRARA, Bandar Kinrara",2-sty Terrace/Link House | Intermediate  , 1050000,"RIMBUN 2, BK 7A  KINRARA, Selangor ", 2034 sq. ft., 24X70 ,4,3," 4,732 ",Residential,Freehold,-,-,-, Selangor
1948,/property/klcc/8-conlay/sale-8300412/,"8 Conlay, KLCC",Serviced Residence | Corner  , 2080000,"Jln Conlay, KLCC, 50450, Kuala Lumpur ", 705 sq. ft., -,1,1," 9,374 ",Commercial,Freehold,-,-,Fully Furnished, Kuala Lumpur
1949,/property/kl-city/core-residence-trx/sale-8372962/,"Core Residence @ TRX, KL City",Serviced Residence | Intermediate  , 1150000,"Jalan Tun Razak, KL City, 55100, Kuala Lumpur ", 624 sq. ft., -,1,1," 5,183 ",Commercial,Freehold,-,-,Partly Furnished, Kuala Lumpur
1950,/property/semenyih/sale-6640224/,"Setia ecohill, Eco majestic 24 x 76, Semenyih",2-sty Terrace/Link House | Intermediate  , 790000,"Setia ecohill, Eco majestic 24 x 76, 43500, Selangor ", 2765 sq. ft., 23.5x86 ,4+1,4," 3,560 ",Residential,Freehold,-,-,Unfurnished, Selangor
1951,/property/semenyih/sale-6640218/,"Setia ecohill, 24x76 eco majestic, Semenyih",2-sty Terrace/Link House | Intermediate  , 750000,"Setia ecohill, 24x76 eco majestic, 43500, Selangor ", 2765 sq. ft., 23.5x76 ,4+1,4," 3,380 ",Residential,Freehold,-,-,Unfurnished, Selangor
1952,/property/damansara-heights/sale-7380015/,"Idamansara Damansara Heights, Damansara Heights",Semi-detached House | Intermediate  , 4300000,"Jalan Rosa Idamansara, Idamansara Damansara Heights, 50490, Kuala Lumpur ", 4600 sq. ft., 3750 ,5+1,7," 19,379 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1953,/property/bandar-sungai-long/sale-8331354/,"Goodview Residence, Bandar Sungai Long",2.5-sty Terrace/Link House  , 850000,"Jalan SL 17, Goodview Residence, 43000, Selangor ", -, 22x80 ,5+1,6," 3,831 ",Residential,Freehold,-,-,Unfurnished, Selangor
1954,/property/bandar-sungai-long/sale-8220596/,"Seri Sungai Long ,Bandar Sungai Long, Bandar Sungai Long",2-sty Terrace/Link House  , 750000,"Jalan Seri Sg Long, Seri Sungai Long ,Bandar Sungai Long, 43200, Selangor ", -, 20x70 ,4,3," 3,380 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1955,/property/bandar-mahkota-cheras/sale-7898457/,"Bandar Mahkota Cheras, Jln Inang, Bandar Mahkota Cheras",2-sty Terrace/Link House | Corner  , 980000,"Jalan Inang, Bandar Mahkota Cheras, Jln Inang, 43200, Selangor ", -, 3380 ,4,3," 4,417 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1956,/property/bandar-sungai-long/sale-7467395/,"SL13, Bandar Sungai Long, Bandar Sungai Long",2-sty Terrace/Link House  , 750000,"Jalan SL13, SL13, Bandar Sungai Long, 43000, Selangor ", -, 20x70 ,4,3," 3,380 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1957,/property/bandar-sungai-long/sale-7238036/,"Desa Budiman , Bandar Sungai Long",2-sty Terrace/Link House | Corner  , 1060000,"Jalan Desa Budiman, Desa Budiman , 43000, Selangor ", 2500 sq. ft., 52x75 ,4,4," 4,777 ",Residential,Freehold,-,-,Partly Furnished, Selangor
